product_id,name,base_price,price_odd,price_even,inventory,pr_wage,s_kieng,s_nhl,s_nhn,s_gl,s_gn,s_dl,s_hau,s_lua,s_kt,s_oc,s_nhom,s_7f,s_2d,s_decal,mdf_odd,mdf_even,hp_odd,hp_even,hoanh,tg,lieng,size_id,status
874,Bà cậu chữ (23) kt Nn,87700,28000,29000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
875,Táo R (18) đc Nn,87700,22000,23000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
876,Bà cậu chữ (23) đc Nn,87700,28000,29000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
877,Táo R (23) ốc Nn,87700,37000,39000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
878,Táo R (23) kt Nn,87700,28000,29000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
879,Táo R (23) đc Nn,87700,28000,29000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
880,Bộ TL ốc (3) tàu N,89700,490000,500000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
881,Bộ TL ốc (4) việt N,89700,590000,600000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
882,Bộ TL ốc (4) tàu G,89700,680000,690000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
883,Bộ TL ốc (4) việt G,89700,680000,690000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
884,Bộ TL ốc L20 (4) tàu N,89700,660000,670000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
885,Bộ TL ốc L20 (4) việt N,89700,660000,670000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
886,Bộ TL ốc L20 (3) tàu N,89700,520000,530000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
887,Bộ TL ốc L20 (3) việt N,89700,520000,530000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
888,Bộ ốc cảnh (3) N,89700,490000,500000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
889,Bộ ốc cảnh (3) G,89700,560000,570000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
890,Bộ ốc L20 cảnh (3) N,89700,520000,530000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
891,Bộ TL ốc (3) việt N,89700,490000,500000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
892,Bộ ốc cảnh (4) N,89700,590000,600000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
893,Bộ ốc cảnh (4) G,89700,680000,690000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
894,Bộ ốc L20 cảnh (4) N,89700,660000,670000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
895,Bộ ghép ốc (20) cảnh N,89700,660000,670000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
896,Bộ ghép ốc (20) việt N,89700,660000,670000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
897,Bộ ghép ốc (20) tàu N,89700,660000,670000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
898,Bộ ghép kt (20) cảnh N,89700,660000,670000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
899,Bộ ghép kt (20) việt N,89700,550000,560000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
900,Bộ ghép kt (20) tàu N,89700,550000,560000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
901,Bộ ghép 2D (20) cảnh N,89700,540000,550000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
902,Bộ TL ốc (3) tàu G,89700,560000,570000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
903,Bộ ghép 2D (20) tàu N,89700,540000,550000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
904,Bộ ghép 2D (20) việt N,89700,540000,550000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
905,Bộ TL ốc (3) việt G,89700,560000,570000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
906,Bộ TL ốc (3) tàu ĐL,89700,560000,570000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
907,Bộ TL ốc (3) việt ĐL,89700,560000,570000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
908,Bộ TL ốc (3) tàu nhôm,89700,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
909,Bộ nhôm sơn 2D việt (4),89700,600000,610000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
910,Bộ nhôm sơn 2D tàu (4),89700,600000,610000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
911,Bộ nhôm kt tàu (3),87700,540000,550000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
912,Bộ nhôm ốc tàu (4),87700,640000,650000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
913,Bộ nhôm ốc việt (4),87700,740000,750000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
914,Bộ nhôm ốc cảnh (4),87700,740000,750000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
915,Bộ nhôm sơn tàu (3),87700,540000,550000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
916,Bộ nhôm sơn cảnh (3),87700,540000,550000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
917,Bộ nhôm sơn tàu (4),87700,640000,650000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
918,Bộ nhôm sơn cảnh (4),87700,640000,650000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
919,Bộ nhôm sơn II tàu (3),87700,470000,480000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
920,Bộ nhôm sơn I tàu (3),87700,520000,530000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
921,Bộ nhôm sơn II tàu (4),87700,550000,560000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
922,Bộ nhôm kt việt (3),87700,540000,550000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
923,Bộ nhôm sơn I tàu (4),87700,610000,620000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
924,Bộ 1M3 tàu (3) G,87700,780000,790000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
925,Bộ 1M3 tàu (3) ĐL,87700,780000,790000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
926,Bộ 1M3 Việt (3) G,87700,780000,790000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
927,Bộ 1M3  việt (3) ĐL,87700,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
928,Bộ 1M3 cảnh (3) G,87700,780000,790000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
929,Bộ 1M3  cảnh (3) ĐL,87700,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
930,Bộ 1M3 mai (3) G,87700,780000,790000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
931,Bộ 1M3  mai (3) ĐL,87700,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
932,Bộ 1M3 tàu (4) G,87700,950000,960000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
933,Bộ nhôm kt cảnh (3),87700,540000,550000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
934,Bộ 1M3 tàu (4) ĐL,87700,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
935,Bộ 1M3 Việt (4) G,87700,950000,960000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
936,Bộ 1M3  việt (4) ĐL,87700,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
937,Bộ 1M3 cảnh (4) G,87700,950000,950000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
938,Bộ 1M3  cảnh (4) ĐL,87700,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
939,Bộ 1M3 mai (4) G,87700,950000,960000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
940,Bộ 1M3  mai (4) ĐL,87700,0,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
941,Bộ TL kt (3) tàu N,89700,400000,410000,-13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
942,Bộ TL kt (3) việt N,89700,400000,410000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
943,Bộ TL kt (3) tàu G,89700,490000,500000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
944,Bộ nhôm kt tàu (4),89700,640000,650000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
945,Bộ TL kt (3) việt G,89700,490000,500000,-6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
946,Bộ TL kt (3) tàu ĐL,90700,460000,23000,-50,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
947,Bộ TL kt (3) việt ĐL,90700,460000,23000,-10,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
948,Bộ TL kt (3) tàu nhôm,89700,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
949,Bộ TL kt (3) việt nhôm,89700,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
950,Bộ TL kt (4) tàu N,89700,490000,500000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
951,Bộ TL kt (4) việt N,89700,490000,500000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
952,Bộ TL kt (4) tàu G,89700,590000,600000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
953,Bộ TL kt (4) việt G,89700,590000,600000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
954,Bộ TL kt (4) tàu ĐL,89700,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
955,Bộ nhôm kt việt (4),90700,570000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
956,Bộ TL kt (4) việt ĐL,90700,570000,23000,-14,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
957,Bộ TL kt (4) tàu nhôm,89700,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
958,Bộ TL kt (4) việt nhôm,89700,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
959,Bộ kt cảnh (3) N,90700,390000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
960,Bộ kt cảnh (3) G,90700,460000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
961,Bộ kt cảnh (3) ĐL,90700,460000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
962,Bộ kt cảnh (4) N,90700,480000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
963,Bộ kt cảnh (4) G,90700,570000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
964,Bộ kt cảnh (4) ĐL,90700,570000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
965,Bộ TL kt xanh (3) việt N,90700,390000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
966,Bộ nhôm kt cảnh (4),90700,570000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
967,Bộ TL kt xanh (4) việt N,90700,390000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
968,Bộ ghép ốc tàu G,90700,970000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
969,Bộ ghép ốc việt G,90700,970000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
970,Bộ ghép ốc cảnh G,90700,970000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
971,Bộ ghép ốc mai G,90700,970000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
972,Bộ ghép ốc tàu G7P,90700,1280000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
973,Bộ ghép ốc việt G7P,90700,1280000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
974,Bộ ghép ốc cảnh G7P,90700,1280000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
975,Bộ ghép ốc mai G7P,90700,1280000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
976,Bộ cây I đổi (hậu giấy),90700,1280000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
977,Bộ nhôm ốc tàu (3),90700,600000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
978,Bộ cây I đổi (hậu mũ),90700,370000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
979,Bộ cây I mua (hậu giấy),90700,370000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
980,Bộ cây I mua (hậu mũ),90700,420000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
981,Bộ cây I mới (hậu giấy),90700,570000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
982,Bộ cây I mới (hậu mũ),90700,620000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
983,Bộ cây I đổi (catton),90700,370000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
984,Bộ cây I mua (catton),90700,420000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
985,Bộ nhôm 2D cảnh,90700,520000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
986,Bộ nhôm 2D tàu,90700,520000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
987,Bộ nhôm 2D việt,90700,520000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
988,Bộ nhôm ốc việt (3),90700,600000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
989,Bộ nhôm ốc cảnh (3),90700,600000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
990,Cẩn ốc B95,90700,35000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
991,Cẩn ốc BM3,90700,60000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
992,Cẩn ốc BM3 3D,87700,40000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
993,Cẩn ốc BM4,87700,50000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
994,Cẩn ốc BN,90700,75000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
995,Cẩn ốc BTL,90700,45000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
996,Cẩn ốc BTL 3D,87700,30000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
997,Tấm cảnh kt N,90700,240000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
998,Tấm cảnh kt xanh N,90700,240000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
999,Cao Huyền 35 ốc G,90700,130000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1000,Tấm cảnh kt xanh G,90700,270000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1001,Cao Huyền 40 kt G,90700,130000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1002,Tấm cảnh kt xanh ĐL,90700,270000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1003,Cao Huyền 40 ốc G,90700,150000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1004,Tấm cảnh ốc N,90700,330000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1005,Cao Huyền 50 kt G,90700,195000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1006,Tấm cảnh ốc G,90700,360000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1007,Cao Huyền 50 ốc G,90700,210000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1008,Cao Huyền 30 kt G,90700,96000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
